Serial_No,Date(%y-%m-%d),District,Crop,N(kg/ha),P(kg/ha),K(kg/ha),pH,Rainfall(mm),Temperature(°C),Humidity(%),Market_Price(INR/kg),Yield(kg/ha),Total_Market_Price(INR/ha)
870,2025-01-24,Nagapattinam,Cabbage,138,76,98,6.6,758,23,56,57.32,3280.0,188009.6
871,2025-01-14,Sankagiri,Brinjal,91,62,93,6.9,1267,29,75,67.6,6940.0,469144.0
872,2025-02-01,Tirunelveli,Brinjal,97,57,69,6.8,1182,29,88,115.35,10820.0,1248087.0
873,2025-01-26,Ramanathapuram,Chili,130,88,97,6.5,1239,26,72,47.56,3580.0,170264.8
874,2025-01-27,Tiruvannamalai,Cotton,112,53,63,6.7,843,27,86,148.04,1050.0,155442.0
875,2025-01-23,Perambalur,Ginger,88,48,68,6.6,1698,28,76,89.46,6930.0,619957.8
876,2025-01-05,Ooty,Soybean,106,44,89,6.6,917,27,75,157.92,3060.0,483235.2
877,2025-01-23,Sivaganga,Lemon,133,56,91,6.6,1008,25,87,172.77,16590.0,2866254.3
878,2025-01-11,Vellore,Cotton,125,40,73,7.3,690,29,76,122.65,1510.0,185201.5
879,2025-01-26,Theni,Soybean,115,70,100,7.2,1088,26,69,62.99,1690.0,106453.1
880,2025-01-04,Coimbatore,Maize,155,60,123,7.2,703,25,68,198.54,6820.0,1354042.8
881,2025-01-02,Trichy,Cotton,128,41,69,7.3,619,29,59,93.91,1790.0,168098.9
882,2025-01-19,Namakkal,Tapioca,91,52,82,7.2,1354,30,71,151.75,26900.0,4082075.0
883,2025-02-18,Vellore,Pumpkin,106,45,60,7.0,805,29,50,115.84,15900.0,1841856.0
884,2025-01-23,Kanchipuram,Groundnut,65,39,51,6.5,595,26,83,50.05,1520.0,76076.0
885,2025-01-13,Nagapattinam,Chickpea,72,41,76,6.7,733,24,75,164.85,5080.0,837438.0
886,2025-01-20,Thanjavur,Tapioca,103,38,82,6.3,1152,25,51,112.43,18380.0,2066463.4
887,2025-01-16,Dindigul,Chili,129,63,85,6.5,1222,27,72,196.98,1770.0,348654.6
888,2025-01-01,Trichy,Ginger,86,44,67,6.7,1242,32,85,173.63,4520.0,784807.6
889,2025-01-03,Namakkal,Wheat,129,59,81,6.7,905,24,59,62.8,5050.0,317140.0
890,2025-01-13,Sankagiri,Groundnut,53,47,51,6.1,788,25,58,188.8,1360.0,256768.0
891,2025-01-20,Thoothukudi,Wheat,105,42,82,6.4,854,25,76,183.93,3410.0,627201.3
892,2025-02-11,Pudukkottai,Brinjal,132,68,88,6.0,1251,26,79,199.21,5420.0,1079718.2
893,2025-02-17,Pudukkottai,Apple,117,64,128,6.2,1170,27,62,117.27,9200.0,1078884.0
894,2025-01-04,Pudukkottai,Tapioca,116,43,95,7.3,1383,28,65,170.32,23180.0,3948017.6
895,2025-01-22,Madurai,Maize,121,60,119,6.9,1067,30,75,197.02,4640.0,914172.8
896,2025-02-15,Ariyalur,Apple,120,88,126,6.7,1030,29,80,176.38,11870.0,2093630.6
897,2025-01-10,Coimbatore,Soybean,133,48,85,6.7,969,24,87,185.48,2170.0,402491.6
898,2025-01-16,Erode,Cauliflower,150,61,80,7.2,1117,20,60,88.97,4850.0,431504.5
899,2025-01-27,Villupuram,Tomato,149,70,138,6.6,1134,20,67,108.67,8290.0,900874.3
900,2025-02-17,Coimbatore,Tomato,131,77,137,7.4,1107,21,88,181.6,7310.0,1327496.0
901,2025-01-31,Erode,Brinjal,98,60,64,6.6,1255,28,52,106.4,11320.0,1204448.0
902,2025-02-12,Thanjavur,Cabbage,165,69,110,6.4,990,20,53,122.65,4600.0,564190.0
903,2025-01-01,Trichy,Chickpea,108,41,50,6.5,630,20,60,59.89,5910.0,353949.9
904,2025-02-11,Tirunelveli,Tomato,168,77,136,6.7,745,23,57,23.92,7800.0,186576.0
905,2025-01-13,Coimbatore,Apple,135,69,118,6.2,1061,27,89,174.83,5550.0,970306.5
906,2025-02-03,Tiruvallur,Pumpkin,99,69,90,6.1,882,28,84,130.33,18510.0,2412408.3
907,2025-02-09,Tiruvallur,Maize,166,70,125,7.5,1161,25,65,127.11,4140.0,526235.4
908,2025-01-13,Madurai,Mango,140,51,103,6.6,904,29,58,180.84,23010.0,4161128.4
909,2025-01-24,Cuddalore,Cabbage,165,71,113,6.2,1045,21,53,11.54,3920.0,45236.8
910,2025-01-14,Coimbatore,Chili,126,66,106,6.4,1084,25,70,21.92,1550.0,33976.0
911,2025-01-23,Sankagiri,Cauliflower,134,69,96,6.8,938,22,54,27.18,5320.0,144597.6
912,2025-01-26,Cuddalore,Lemon,132,69,106,6.6,1155,27,53,85.19,14030.0,1195215.7
913,2025-02-17,Nagapattinam,Cauliflower,133,79,89,7.1,802,21,55,95.29,7740.0,737544.6
914,2025-02-16,Ooty,Chickpea,61,45,75,7.5,712,20,67,164.2,2050.0,336610.0
915,2025-01-28,Krishnagiri,Rice,102,72,109,7.0,1178,26,90,50.2,3470.0,174194.0
916,2025-01-02,Kanchipuram,Tomato,138,94,136,6.6,1029,23,77,129.4,9180.0,1187892.0
917,2025-02-09,Vellore,Carrot,61,54,86,6.8,946,20,85,63.57,10020.0,636971.4
918,2025-01-25,Kallakurichi,Ginger,72,42,65,6.0,1397,29,85,117.42,5740.0,673990.8
919,2025-02-14,Thoothukudi,Mango,122,73,70,7.3,816,28,62,25.24,17420.0,439680.8
920,2025-01-20,Salem,Tapioca,126,58,60,6.6,1215,30,88,71.76,15460.0,1109409.6
921,2025-01-26,Tiruvannamalai,Sugarcane,189,87,123,6.8,1889,32,60,65.58,92580.0,6071396.4
922,2025-02-05,Pudukkottai,Onion,102,70,74,7.3,885,23,63,165.74,12260.0,2031972.4
923,2025-01-08,Villupuram,Chickpea,107,53,58,6.8,576,22,68,96.46,2890.0,278769.4
924,2025-01-09,Ramanathapuram,Cotton,103,70,79,6.5,958,27,61,143.83,2550.0,366766.5
925,2025-02-02,Chennai,Cabbage,164,75,102,6.1,952,23,75,14.77,5340.0,78871.8
926,2025-01-28,Sivaganga,Groundnut,72,32,56,7.3,679,24,74,155.72,1710.0,266281.2
927,2025-02-11,Theni,Soybean,93,51,69,7.5,674,24,64,90.54,3330.0,301498.2
928,2025-01-13,Trichy,Sugarcane,198,93,124,6.9,1686,30,89,20.59,58420.0,1202867.8
929,2025-02-06,Trichy,Banana,164,108,143,7.4,1605,33,84,63.66,26660.0,1697175.6
930,2025-02-06,Perambalur,Cabbage,139,71,108,7.0,1114,23,83,180.19,4560.0,821666.4
931,2025-02-14,Pudukkottai,Apple,110,73,101,7.4,836,30,67,18.64,5470.0,101960.8
932,2025-02-02,Theni,Ginger,90,38,50,6.7,1619,31,56,123.69,7250.0,896752.5
933,2025-02-09,Kallakurichi,Cotton,95,49,65,7.4,887,29,75,143.24,1600.0,229184.0
934,2025-02-08,Salem,Pumpkin,116,68,85,6.9,859,32,56,166.87,22360.0,3731213.2
935,2025-02-18,Trichy,Wheat,110,60,100,7.3,687,25,70,191.99,4260.0,817877.4
936,2025-02-07,Kanchipuram,Mango,143,65,97,6.9,1296,30,67,103.61,10360.0,1073399.6
937,2025-01-28,Sankagiri,Mango,148,66,104,7.0,1011,29,63,105.1,15450.0,1623795.0
938,2025-01-23,Thoothukudi,Pumpkin,80,58,69,6.2,1174,31,54,193.55,21470.0,4155518.5
939,2025-01-02,Karur,Lemon,129,78,96,7.0,1394,26,88,176.76,19160.0,3386721.6
940,2025-01-11,Ooty,Onion,118,66,75,7.0,772,23,69,173.35,16010.0,2775333.5
941,2025-01-09,Tirupur,Cabbage,163,75,103,6.9,777,20,77,123.15,5170.0,636685.5
942,2025-02-04,Coimbatore,Watermelon,160,95,104,7.3,1251,32,62,95.64,10670.0,1020478.8
943,2025-02-14,Namakkal,Cabbage,140,73,103,6.2,753,18,76,101.31,4880.0,494392.8
944,2025-02-16,Tirupur,Mango,144,63,91,7.2,1079,27,59,22.92,12040.0,275956.8
945,2025-01-30,Kallakurichi,Cotton,88,57,72,7.3,971,25,61,110.53,2310.0,255324.3
946,2025-02-03,Perambalur,Onion,93,60,87,7.3,1066,21,56,179.67,8730.0,1568519.1
947,2025-01-03,Pudukkottai,Lemon,111,52,90,7.4,1118,26,76,79.1,13640.0,1078924.0
948,2025-02-11,Tiruvallur,Cotton,127,69,80,7.4,625,30,58,86.76,2630.0,228178.8
949,2025-02-09,Karur,Onion,96,68,78,6.7,952,24,59,41.03,9800.0,402094.0
950,2025-01-09,Kanyakumari,Mango,144,68,98,6.8,1066,25,58,104.38,13800.0,1440444.0
951,2025-02-17,Erode,Tapioca,85,50,87,6.4,1132,28,82,161.94,15880.0,2571607.2
952,2025-02-16,Tiruvannamalai,Tapioca,84,54,73,7.2,1333,30,73,29.12,19890.0,579196.8
953,2025-01-15,Thoothukudi,Lemon,117,65,75,6.5,1075,26,76,25.38,11980.0,304052.4
954,2025-02-13,Ariyalur,Cotton,92,69,76,7.4,878,25,61,36.39,1280.0,46579.2
955,2025-01-11,Nagapattinam,Maize,137,61,111,6.2,882,29,68,121.9,6350.0,774065.0
956,2025-02-11,Virdhunagar,Peas,94,47,88,6.3,865,20,67,160.8,6630.0,1066104.0
957,2025-01-23,Thoothukudi,Banana,188,84,137,7.1,1441,31,78,150.43,28250.0,4249647.5
958,2025-01-31,Palladam,Banana,183,110,158,7.2,1569,33,52,68.02,25650.0,1744713.0
959,2025-02-10,Kanyakumari,Soybean,96,70,65,7.2,782,24,68,142.39,2030.0,289051.7
960,2025-01-15,Tiruvannamalai,Brinjal,103,67,74,7.3,978,25,86,150.31,10020.0,1506106.2
961,2025-02-05,Tirupur,Cabbage,138,64,93,6.4,1057,23,68,87.02,4590.0,399421.8
962,2025-01-01,Kanchipuram,Soybean,138,46,97,7.4,787,25,67,139.06,2250.0,312885.0
963,2025-01-09,Dindigul,Carrot,99,62,58,7.3,977,21,89,82.33,11890.0,978903.7
964,2025-01-06,Nagapattinam,Onion,129,74,78,6.6,1064,24,57,180.9,17660.0,3194694.0
965,2025-01-20,Ooty,Onion,128,65,87,6.1,1070,22,65,102.79,19290.0,1982819.1
966,2025-01-15,Ooty,Cabbage,128,60,118,6.8,798,22,61,117.64,5280.0,621139.2
967,2025-01-13,Tiruvannamalai,Soybean,107,60,98,7.3,628,26,74,80.79,2670.0,215709.3
968,2025-01-18,Vellore,Groundnut,92,48,49,6.9,633,25,70,185.68,1470.0,272949.6
969,2025-01-02,Kanyakumari,Groundnut,70,46,46,6.6,404,22,67,192.82,1360.0,262235.2
970,2025-01-22,Kallakurichi,Chickpea,90,60,75,6.5,953,23,78,163.07,2840.0,463118.8
971,2025-01-02,Kanyakumari,Wheat,93,58,99,7.5,907,21,66,176.86,3050.0,539423.0
972,2025-01-31,Ramanathapuram,Mango,121,60,88,7.4,1164,29,75,54.57,29150.0,1590715.5
973,2025-01-29,Sankagiri,Peas,88,64,96,6.9,744,22,53,78.11,5020.0,392112.2
974,2025-01-01,Ariyalur,Banana,190,100,131,7.3,1236,31,82,163.87,18420.0,3018485.4
975,2025-02-05,Kallakurichi,Mango,117,58,78,6.7,1250,25,60,81.57,12010.0,979655.7
976,2025-01-05,Madurai,Lemon,107,64,80,7.2,1412,26,84,165.16,19070.0,3149601.2
977,2025-01-24,Sivaganga,Lemon,137,77,81,6.7,1273,27,61,187.52,15190.0,2848428.8
978,2025-01-19,Virdhunagar,Onion,105,52,71,7.2,903,21,59,149.81,8590.0,1286867.9
979,2025-02-15,Vellore,Apple,147,73,128,7.0,1289,26,88,178.82,11530.0,2061794.6
980,2025-01-04,Karur,Apple,122,80,96,7.0,1020,25,54,47.72,7520.0,358854.4
981,2025-02-14,Sivaganga,Tapioca,87,33,92,6.8,1363,25,88,144.64,24020.0,3474252.8
982,2025-02-13,Kanchipuram,Lemon,106,53,104,6.6,1086,27,59,35.75,10570.0,377877.5
983,2025-01-27,Tirunelveli,Rice,105,74,118,6.9,1402,26,90,12.41,5570.0,69123.7
984,2025-02-09,Tirunelveli,Chili,145,84,108,6.4,801,28,66,143.56,3000.0,430680.0
985,2025-01-05,Ariyalur,Chili,144,62,106,6.5,830,25,66,28.42,2870.0,81565.4
986,2025-01-21,Salem,Rice,123,66,105,6.7,1489,25,85,139.52,4870.0,679462.4
987,2025-01-27,Thanjavur,Peas,115,67,92,6.5,1032,22,84,129.15,7620.0,984123.0
988,2025-02-17,Kanchipuram,Onion,98,53,91,6.9,802,20,52,25.77,11170.0,287850.9
989,2025-01-30,Tiruvannamalai,Carrot,105,60,62,7.5,903,22,84,175.84,9780.0,1719715.2
990,2025-02-02,Kanchipuram,Pumpkin,89,46,67,6.4,870,33,58,136.77,18300.0,2502891.0
991,2025-01-07,Pudukkottai,Ginger,75,55,82,7.0,1591,28,82,45.64,4800.0,219072.0
992,2025-01-16,Perambalur,Chickpea,95,51,49,6.3,887,23,71,129.23,2290.0,295936.7
993,2025-02-05,Tirupur,Sugarcane,186,84,138,6.8,1589,29,82,75.78,87680.0,6644390.4
994,2025-01-28,Theni,Tomato,133,88,121,7.1,951,24,83,75.07,6850.0,514229.5
995,2025-02-17,Kanchipuram,Mango,105,65,107,7.2,973,27,50,21.79,14430.0,314429.7
996,2025-01-24,Ariyalur,Cabbage,149,71,106,6.8,1200,23,80,162.03,3990.0,646499.7
997,2025-01-13,Sankagiri,Carrot,87,70,66,6.7,572,20,50,76.79,11620.0,892299.8
998,2025-02-02,Thanjavur,Apple,153,79,107,7.0,1280,27,58,162.41,9630.0,1564008.3
999,2025-01-20,Tiruvannamalai,Watermelon,141,77,112,6.9,1522,32,80,88.63,10760.0,953658.8
1000,2025-02-15,Virdhunagar,Cotton,117,41,76,6.8,759,26,84,63.45,2150.0,136417.5
1001,2025-01-27,Tirupur,Brinjal,135,52,88,6.8,1296,26,65,18.75,7530.0,141187.5
1002,2025-02-11,Erode,Apple,135,73,120,6.1,1044,28,72,16.69,14530.0,242505.7
1003,2025-01-30,Karur,Lemon,90,59,90,7.5,1499,28,59,97.62,13470.0,1314941.4
1004,2025-02-04,Nagapattinam,Maize,123,70,105,6.9,1119,30,80,157.08,4800.0,753984.0
1005,2025-01-27,Villupuram,Apple,148,73,99,6.3,997,30,58,66.89,14670.0,981276.3
1006,2025-01-11,Ariyalur,Chili,110,75,119,7.4,949,29,72,47.28,2650.0,125292.0
1007,2025-01-24,Nagapattinam,Apple,124,79,124,7.1,948,28,69,83.28,10060.0,837796.8
1008,2025-01-22,Pudukkottai,Watermelon,136,73,138,7.0,1558,33,56,117.02,12040.0,1408920.8
1009,2025-01-29,Thoothukudi,Cabbage,135,63,99,6.1,772,20,84,172.44,3670.0,632854.8
1010,2025-02-02,Chennai,Cauliflower,126,63,100,7.4,738,20,89,127.76,4210.0,537869.6
1011,2025-01-25,Sankagiri,Brinjal,104,60,96,7.4,1192,28,67,95.73,14360.0,1374682.8
1012,2025-01-25,Nagapattinam,Pumpkin,92,68,69,6.9,833,29,69,68.53,14760.0,1011502.8
1013,2025-01-13,Pudukkottai,Chili,109,76,106,7.5,1110,27,61,146.16,2580.0,377092.8
1014,2025-02-02,Cuddalore,Soybean,119,49,86,6.6,874,27,80,79.95,2510.0,200674.5
1015,2025-01-22,Tiruvallur,Ginger,81,58,81,6.7,1253,33,84,109.35,5300.0,579555.0
1016,2025-01-08,Kanyakumari,Groundnut,52,35,53,7.5,813,25,82,30.08,1070.0,32185.6
1017,2025-02-08,Erode,Chili,150,88,92,6.2,1290,30,86,91.69,1710.0,156789.9
1018,2025-01-10,Ooty,Maize,151,76,102,6.3,956,29,79,24.68,5610.0,138454.8
1019,2025-01-31,Dindigul,Watermelon,126,85,132,6.5,1626,32,63,169.52,14530.0,2463125.6
1020,2025-02-07,Krishnagiri,Maize,150,77,117,7.2,1168,25,55,153.66,7910.0,1215450.6
1021,2025-01-17,Dindigul,Brinjal,134,59,65,7.2,1238,29,62,109.36,6540.0,715214.4
1022,2025-01-19,Ooty,Apple,123,86,113,7.0,1215,26,66,73.44,5660.0,415670.4
1023,2025-01-23,Kanyakumari,Onion,125,65,79,6.5,662,22,82,172.09,10140.0,1744992.6
1024,2025-01-19,Tiruvallur,Peas,125,68,80,6.6,877,23,56,179.43,5380.0,965333.4
1025,2025-02-15,Ramanathapuram,Brinjal,119,56,70,7.2,1084,30,77,28.93,10040.0,290457.2
1026,2025-02-08,Ooty,Carrot,68,52,73,6.5,882,18,67,62.38,10150.0,633157.0
1027,2025-02-12,Kallakurichi,Groundnut,83,51,45,6.8,843,27,88,149.65,1580.0,236447.0
1028,2025-01-21,Thoothukudi,Cauliflower,130,56,75,6.3,954,18,84,145.95,7640.0,1115058.0
1029,2025-02-13,Tirupur,Pumpkin,83,66,68,6.1,913,33,75,67.46,23050.0,1554953.0
1030,2025-01-10,Salem,Chili,121,61,83,7.3,900,30,62,188.72,1950.0,368004.0
1031,2025-02-17,Dindigul,Banana,190,80,141,7.1,1369,33,64,185.36,26260.0,4867553.6
1032,2025-01-14,Tiruvannamalai,Chickpea,71,34,62,6.3,691,23,56,194.42,4540.0,882666.8
1033,2025-02-07,Ramanathapuram,Brinjal,126,50,65,7.2,1074,29,87,46.27,6460.0,298904.2
1034,2025-02-01,Tirupur,Banana,170,105,121,7.0,1619,29,50,25.72,14700.0,378084.0
1035,2025-02-02,Tirunelveli,Tapioca,109,34,93,7.2,1334,26,50,85.44,10680.0,912499.2
1036,2025-01-05,Tirunelveli,Cabbage,120,67,108,7.5,845,20,89,60.22,4290.0,258343.8
1037,2025-01-28,Madurai,Peas,95,41,93,6.4,691,22,54,154.98,6810.0,1055413.8
1038,2025-01-28,Tiruvannamalai,Chickpea,92,51,78,6.4,559,25,51,38.83,4150.0,161144.5
1039,2025-02-17,Karur,Wheat,106,69,73,7.1,549,25,70,20.65,6450.0,133192.5
1040,2025-01-25,Karur,Maize,135,68,137,6.2,864,28,70,86.57,6970.0,603392.9
1041,2025-02-05,Tirupur,Soybean,130,58,94,6.8,985,28,70,182.33,2040.0,371953.2
1042,2025-02-08,Vellore,Onion,114,59,97,6.1,954,20,57,149.31,19160.0,2860779.6
1043,2025-01-18,Thanjavur,Apple,121,80,130,6.4,1219,30,53,60.91,12900.0,785739.0
1044,2025-02-04,Salem,Onion,136,73,68,6.1,942,23,86,64.18,17220.0,1105179.6
1045,2025-01-11,Thoothukudi,Sugarcane,187,86,137,7.4,1950,29,54,192.39,73620.0,14163751.8
1046,2025-01-07,Thoothukudi,Pumpkin,84,57,91,6.7,1209,31,56,119.29,15870.0,1893132.3
1047,2025-02-06,Ooty,Groundnut,71,55,61,6.8,871,25,54,118.65,1220.0,144753.0
1048,2025-01-10,Tiruvallur,Tapioca,127,50,60,7.5,1400,30,88,122.25,13260.0,1621035.0
1049,2025-02-07,Pudukkottai,Mango,134,72,70,6.5,1148,30,79,143.75,17780.0,2555875.0
1050,2025-02-05,Tirunelveli,Wheat,122,47,98,6.9,805,22,75,131.24,5780.0,758567.2
1051,2025-02-16,Ariyalur,Ginger,98,36,84,6.3,1288,28,83,112.82,5300.0,597946.0
1052,2025-02-08,Erode,Tapioca,129,47,73,6.9,1126,28,72,93.03,14440.0,1343353.2
1053,2025-02-02,Villupuram,Watermelon,122,76,106,6.8,1224,34,53,67.4,14510.0,977974.0
1054,2025-02-08,Vellore,Cauliflower,107,75,92,6.6,744,21,81,44.84,7740.0,347061.6
1055,2025-01-14,Theni,Pumpkin,82,53,79,6.5,868,31,66,180.43,11610.0,2094792.3
1056,2025-01-20,Krishnagiri,Cabbage,137,80,86,6.2,1023,21,67,118.2,4730.0,559086.0
1057,2025-01-30,Thanjavur,Tomato,149,92,108,7.4,1016,20,80,73.56,5130.0,377362.8
1058,2025-02-12,Kanchipuram,Chickpea,90,43,53,7.3,834,23,59,88.58,5500.0,487190.0
1059,2025-01-27,Kanchipuram,Cotton,94,56,65,6.6,1013,25,56,50.32,1460.0,73467.2
1060,2025-02-07,Tiruvannamalai,Watermelon,144,84,121,6.6,1667,30,56,101.64,12630.0,1283713.2
1061,2025-02-06,Ooty,Lemon,112,50,89,7.0,1069,30,56,63.69,9690.0,617156.1
1062,2025-01-01,Thanjavur,Tomato,135,88,112,6.7,1101,22,53,173.54,7100.0,1232134.0
1063,2025-01-05,Ooty,Soybean,102,40,97,7.0,614,25,77,116.6,2710.0,315986.0
1064,2025-02-15,Tirupur,Soybean,119,61,90,7.3,852,28,77,21.05,2540.0,53467.0
1065,2025-02-04,Kanyakumari,Cauliflower,118,76,92,7.0,1161,19,71,68.0,6470.0,439960.0
1066,2025-01-29,Tirupur,Cotton,103,45,70,6.7,1096,26,53,189.28,1430.0,270670.4
1067,2025-01-09,Thoothukudi,Tomato,148,94,139,7.4,829,21,63,39.42,5120.0,201830.4
1068,2025-02-16,Coimbatore,Cauliflower,124,79,72,7.1,1131,23,63,106.53,7160.0,762754.8
1069,2025-02-15,Salem,Banana,165,96,153,7.0,1401,28,72,161.26,19060.0,3073615.6
1070,2025-02-09,Erode,Soybean,105,69,93,6.7,635,27,85,197.6,3190.0,630344.0
1071,2025-01-12,Dindigul,Watermelon,149,83,110,7.1,1660,35,61,74.36,10370.0,771113.2
1072,2025-01-06,Virdhunagar,Cabbage,148,60,106,6.7,1190,18,82,178.46,5770.0,1029714.2
1073,2025-02-16,Nagapattinam,Watermelon,156,78,130,6.6,1643,32,72,64.86,10240.0,664166.4
1074,2025-01-30,Nagapattinam,Watermelon,160,79,104,7.1,1547,31,65,121.11,12130.0,1469064.3
1075,2025-01-03,Kanchipuram,Sugarcane,192,86,124,6.8,1616,29,81,44.51,94770.0,4218212.7
1076,2025-01-08,Perambalur,Tomato,139,85,104,6.8,796,20,65,174.83,5830.0,1019258.9
1077,2025-01-28,Namakkal,Mango,117,80,97,7.3,1166,26,77,30.84,19630.0,605389.2
1078,2025-01-14,Theni,Groundnut,53,56,62,6.2,566,25,61,137.76,950.0,130872.0
1079,2025-01-18,Palladam,Rice,111,58,111,6.3,1351,22,88,155.75,5310.0,827032.5
1080,2025-01-13,Thoothukudi,Tapioca,100,46,65,6.2,1495,28,61,44.54,16320.0,726892.8
1081,2025-01-22,Ramanathapuram,Pumpkin,95,64,88,7.5,864,32,69,107.82,10080.0,1086825.6
1082,2025-02-13,Ooty,Ginger,118,34,53,7.3,1271,28,90,123.69,7070.0,874488.3
1083,2025-01-10,Namakkal,Rice,147,58,94,6.8,1284,23,77,66.61,4470.0,297746.7
1084,2025-01-16,Ooty,Groundnut,65,39,76,6.7,416,24,68,108.6,1110.0,120546.0
1085,2025-01-13,Tiruvannamalai,Rice,112,77,81,5.9,1271,24,66,119.4,3760.0,448944.0
1086,2025-02-08,Coimbatore,Wheat,122,65,97,6.9,960,22,85,143.38,5800.0,831604.0
1087,2025-01-24,Palladam,Peas,98,49,68,7.3,1091,21,64,156.64,4590.0,718977.6
1088,2025-02-10,Dindigul,Cabbage,152,88,115,7.1,746,23,74,41.49,4980.0,206620.2
1089,2025-01-31,Chennai,Rice,137,72,93,5.8,1173,27,62,128.55,3710.0,476920.5
1090,2025-02-05,Tiruvannamalai,Cotton,130,48,68,7.2,923,30,74,30.87,1560.0,48157.2
1091,2025-01-05,Cuddalore,Maize,154,79,120,6.8,1161,29,76,37.2,6910.0,257052.0
1092,2025-02-18,Dindigul,Peas,119,44,99,6.5,721,23,57,48.33,9210.0,445119.3
1093,2025-01-10,Thoothukudi,Peas,118,58,94,7.3,1078,22,69,18.79,6010.0,112927.9
1094,2025-02-10,Virdhunagar,Peas,117,40,85,6.2,957,22,52,180.05,9400.0,1692470.0
1095,2025-02-01,Cuddalore,Sugarcane,171,95,149,7.1,1615,30,75,112.82,82910.0,9353906.2
1096,2025-02-15,Tirunelveli,Tomato,142,93,116,7.3,1080,25,73,179.63,7800.0,1401114.0
1097,2025-01-28,Palladam,Watermelon,165,79,127,6.9,1613,32,83,184.67,14880.0,2747889.6
1098,2025-02-03,Virdhunagar,Ginger,92,49,89,6.2,1466,29,56,107.37,5520.0,592682.4
1099,2025-01-29,Ariyalur,Lemon,107,74,86,7.3,1298,26,51,113.7,13850.0,1574745.0
1100,2025-02-06,Kanyakumari,Cabbage,143,87,87,6.4,1199,19,78,199.95,4750.0,949762.5
1101,2025-02-04,Perambalur,Maize,121,86,116,6.4,981,27,54,102.33,5730.0,586350.9
1102,2025-02-18,Dindigul,Peas,99,43,78,7.4,1042,22,78,99.28,6710.0,666168.8
1103,2025-01-20,Sankagiri,Chickpea,80,46,41,7.0,783,20,57,104.98,4490.0,471360.2
1104,2025-01-22,Tiruvallur,Tomato,121,74,111,7.4,1156,22,68,24.55,9460.0,232243.0
1105,2025-01-07,Villupuram,Cauliflower,112,53,108,6.8,896,18,73,103.15,5360.0,552884.0
1106,2025-02-08,Sankagiri,Banana,176,83,145,6.8,1638,33,75,36.65,35850.0,1313902.5
1107,2025-01-01,Tirupur,Cabbage,150,70,106,6.3,865,21,54,15.46,4390.0,67869.4
1108,2025-01-19,Tiruvannamalai,Onion,134,58,97,6.7,631,20,59,56.35,11930.0,672255.5
1109,2025-02-18,Tirunelveli,Cabbage,135,64,118,6.5,1079,19,68,90.13,5890.0,530865.7
1110,2025-01-07,Krishnagiri,Ginger,104,48,70,7.3,1335,31,63,138.73,5920.0,821281.6
1111,2025-01-01,Kanyakumari,Sugarcane,157,74,120,6.5,1847,32,74,29.16,85110.0,2481807.6
1112,2025-01-04,Pudukkottai,Apple,157,79,96,7.2,1293,29,55,197.92,9460.0,1872323.2
1113,2025-02-17,Sivaganga,Peas,128,50,73,6.1,1000,20,51,112.25,7780.0,873305.0
1114,2025-01-28,Chennai,Watermelon,150,100,140,6.8,1658,34,74,124.46,16150.0,2010029.0
1115,2025-01-28,Karur,Ginger,87,33,81,6.1,1329,33,58,171.83,7030.0,1207964.9
1116,2025-02-09,Cuddalore,Wheat,95,41,60,6.1,882,23,82,79.76,3030.0,241672.8
1117,2025-02-15,Theni,Banana,158,93,154,7.2,1400,31,57,167.81,38990.0,6542911.9
1118,2025-02-04,Virdhunagar,Maize,129,64,118,7.1,918,25,77,69.52,4670.0,324658.4
1119,2025-02-14,Perambalur,Apple,125,68,103,6.5,800,28,74,125.65,12530.0,1574394.5
1120,2025-01-10,Palladam,Wheat,99,46,60,7.1,725,23,75,82.49,6310.0,520511.9
1121,2025-02-12,Dindigul,Groundnut,89,39,67,6.4,702,22,60,53.74,1930.0,103718.2
1122,2025-01-11,Palladam,Ginger,77,38,65,6.4,1672,30,83,159.13,7760.0,1234848.8
1123,2025-02-10,Palladam,Watermelon,121,96,100,7.4,1500,30,82,113.17,11900.0,1346723.0
1124,2025-02-07,Vellore,Carrot,71,44,88,7.0,729,20,58,94.21,8370.0,788537.7
1125,2025-02-14,Tirunelveli,Maize,169,82,123,7.1,1021,29,61,86.92,6890.0,598878.8
1126,2025-01-26,Ooty,Chili,146,70,111,6.1,1288,25,59,189.5,1910.0,361945.0
1127,2025-02-06,Pudukkottai,Wheat,91,40,61,6.2,506,21,74,58.38,5470.0,319338.6
1128,2025-02-15,Erode,Soybean,103,64,85,7.4,866,28,63,171.04,2050.0,350632.0
1129,2025-01-13,Pudukkottai,Lemon,118,75,90,7.1,1248,29,53,176.62,12530.0,2213048.6
1130,2025-01-25,Salem,Onion,102,70,78,6.8,1046,20,59,133.19,16590.0,2209622.1
1131,2025-02-03,Perambalur,Cotton,105,50,92,6.9,801,28,79,171.45,1500.0,257175.0
1132,2025-01-15,Ariyalur,Pumpkin,128,43,84,6.4,1144,31,73,50.44,17810.0,898336.4
1133,2025-01-26,Nagapattinam,Pumpkin,84,63,77,6.6,980,29,84,84.53,23110.0,1953488.3
1134,2025-02-17,Thanjavur,Lemon,102,51,73,7.3,1383,28,54,18.04,18460.0,333018.4
